   1               		.file	"list_runtime.c"
   2               	__SREG__ = 0x3f
 1691 081c 1597      		sbiw r26,4+1
 1692               	.LM179:
 1693 081e 1696      		adiw r26,6
 1694 0820 0D93      		st X+,r16
 1695 0822 1C93      		st X,r17
 1696 0824 1797      		sbiw r26,6+1
 1697               	.LM180:
 1698 0826 1296      		adiw r26,2
 1699 0828 1D92      		st X+,__zero_reg__
 1700 082a 1C92      		st X,__zero_reg__
 1701 082c 1397      		sbiw r26,2+1
 1702 082e 1D92      		st X+,__zero_reg__
 1703 0830 1C92      		st X,__zero_reg__
 1704               	.LBE175:
 1705               	.LBE174:
 1706               	.LBE173:
 1707               	.LBE172:
 1708               	.LM181:
 1709 0832 1814      		cp __zero_reg__,r8
 1710 0834 1904      		cpc __zero_reg__,r9
 1711 0836 04F0      		brlt .+2
 1712 0838 00C0      		rjmp .L109
 1713 083a 8D2D      		mov r24,r13
 1714               	.LVL119:
 1715 083c 9C2D      		mov r25,r12
 1716 083e 9C01      		movw r18,r24
 1717 0840 5901      		movw r10,r18
 1718 0842 CC24      		clr r12
 1719 0844 DD24      		clr r13
 1720               	.LVL120:
 1721 0846 3E01      		movw r6,r28
 1722 0848 0894      		sec
 1723 084a 611C      		adc r6,__zero_reg__
 1724 084c 711C      		adc r7,__zero_reg__
 1725 084e 00C0      		rjmp .L113
 1726               	.LVL121:
 1727               	.L112:
 1728               	.LBB177:
 1729               	.LBB178:
 1730               	.LBB179:
 1731               	.LBB180:
 1732               	.LBB181:
 1733               	.LBB182:
 1734               	.LM182:
 1735 0850 D801      		movw r26,r16
 1736 0852 1D92      		st X+,__zero_reg__
 1737 0854 1C92      		st X,__zero_reg__
 1738               	.LM183:
 1739 0856 F701      		movw r30,r14
 1740 0858 8481      		ldd r24,Z+4
 1741 085a 9581      		ldd r25,Z+5
 1742 085c 0196      		adiw r24,1
 1743 085e 8483      		std Z+4,r24
 1744 0860 9583      		std Z+5,r25
 1745               	.LBE182:
 1746               	.LBE181:
 1747               	.LBE180:
 1748               	.LBE179:
 1749               	.LBE178:
 1750               	.LBE177:
 1751               	.LM184:
 1752 0862 0894      		sec
 1753 0864 C11C      		adc r12,__zero_reg__
 1754 0866 D11C      		adc r13,__zero_reg__
 1755 0868 84E0      		ldi r24,lo8(4)
 1756 086a 90E0      		ldi r25,hi8(4)
 1757 086c A80E      		add r10,r24
 1758 086e B91E      		adc r11,r25
 1759 0870 C814      		cp r12,r8
 1760 0872 D904      		cpc r13,r9
 1761 0874 04F4      		brge .L109
 1762               	.L113:
 1763               	.LM185:
 1764 0876 F501      		movw r30,r10
 1765 0878 8081      		ld r24,Z
 1766 087a 9181      		ldd r25,Z+1
 1767 087c A281      		ldd r26,Z+2
 1768 087e B381      		ldd r27,Z+3
 1769 0880 8983      		std Y+1,r24
 1770 0882 9A83      		std Y+2,r25
 1771 0884 AB83      		std Y+3,r26
 1772 0886 BC83      		std Y+4,r27
 1773               	.LVL122:
 1774               	.LBB190:
 1775               	.LBB189:
 1776               	.LBB188:
 1777               	.LBB187:
 1778               	.LBB184:
 1779               	.LM186:
 1780 0888 D701      		movw r26,r14
 1781 088a 1696      		adiw r26,6
 1782 088c ED91      		ld r30,X+
 1783 088e FC91      		ld r31,X
 1784 0890 1797      		sbiw r26,6+1
 1785 0892 8081      		ld r24,Z
 1786 0894 9181      		ldd r25,Z+1
 1787 0896 0296      		adiw r24,2
 1788 0898 0E94 0000 		call malloc
 1789 089c 8C01      		movw r16,r24
 1790               	.LVL123:
 1791               	.LBB185:
 1792               	.LM187:
 1793 089e FC01      		movw r30,r24
 1794               	.LVL124:
 1795 08a0 1192      		st Z+,__zero_reg__
 1796 08a2 1192      		st Z+,__zero_reg__
 1797               	.LM188:
 1798 08a4 D701      		movw r26,r14
 1799 08a6 1696      		adiw r26,6
 1800 08a8 8D91      		ld r24,X+
 1801 08aa 9C91      		ld r25,X
 1802 08ac 1797      		sbiw r26,6+1
 1803               	.LVL125:
 1804 08ae DC01      		movw r26,r24
 1805 08b0 4D91      		ld r20,X+
 1806 08b2 5C91      		ld r21,X
 1807 08b4 CF01      		movw r24,r30
 1808 08b6 B301      		movw r22,r6
 1809 08b8 0E94 0000 		call memcpy
 1810               	.LBE185:
 1811               	.LBE184:
 1812               	.LBB186:
 1813               	.LBB183:
 1814               	.LM189:
 1815 08bc D701      		movw r26,r14
 1816 08be 1296      		adiw r26,2
 1817 08c0 ED91      		ld r30,X+
 1818 08c2 FC91      		ld r31,X
 1819 08c4 1397      		sbiw r26,2+1
 1820 08c6 3097      		sbiw r30,0
 1821 08c8 01F0      		breq .L111
 1822               	.LM190:
 1823 08ca 0083      		st Z,r16
 1824 08cc 1183      		std Z+1,r17
 1825               	.LVL126:
 1826               	.L111:
 1827               	.LM191:
 1828 08ce F701      		movw r30,r14
 1829 08d0 0283      		std Z+2,r16
 1830 08d2 1383      		std Z+3,r17
 1831               	.LM192:
 1832 08d4 8081      		ld r24,Z
 1833 08d6 9181      		ldd r25,Z+1
 1834 08d8 892B      		or r24,r25
 1835 08da 01F0      		breq .+2
 1836 08dc 00C0      		rjmp .L112
 1837               	.LM193:
 1838 08de 0083      		st Z,r16
 1839 08e0 1183      		std Z+1,r17
 1840 08e2 00C0      		rjmp .L112
 1841               	.LVL127:
 1842               	.L109:
 1843               	.LBE183:
 1844               	.LBE186:
 1845               	.LBE187:
 1846               	.LBE188:
 1847               	.LBE189:
 1848               	.LBE190:
 1849               	.LM194:
 1850 08e4 C701      		movw r24,r14
 1851               	.LVL128:
 1852               	/* epilogue start */
 1853 08e6 2496      		adiw r28,4
 1854 08e8 CDBF      		out __SP_L__,r28
 1855 08ea DEBF      		out __SP_H__,r29
 1856 08ec CF91      		pop r28
 1857 08ee DF91      		pop r29
 1858 08f0 1F91      		pop r17
 1859 08f2 0F91      		pop r16
 1860               	.LVL129:
 1861 08f4 FF90      		pop r15
 1862 08f6 EF90      		pop r14
 1863 08f8 DF90      		pop r13
 1864               	.LVL130:
 1865 08fa CF90      		pop r12
 1866               	.LVL131:
 1867 08fc BF90      		pop r11
 1868 08fe AF90      		pop r10
 1869 0900 9F90      		pop r9
 1870 0902 8F90      		pop r8
 1871               	.LVL132:
 1872 0904 7F90      		pop r7
 1873 0906 6F90      		pop r6
 1874 0908 0895      		ret
 1875               	.LVL133:
 1876               	.L116:
 1877               	.LBB191:
 1878               	.LBB176:
 1879               	.LM195:
 1880 090a 80E0      		ldi r24,lo8(.LC2)
 1881 090c 90E0      		ldi r25,hi8(.LC2)
 1882 090e 6AE5      		ldi r22,lo8(90)
 1883 0910 70E0      		ldi r23,hi8(90)
 1884 0912 40E0      		ldi r20,lo8(.LC5)
 1885 0914 50E0      		ldi r21,hi8(.LC5)
 1886 0916 0E94 0000 		call __myassert
 1887 091a 0091 0000 		lds r16,int_descriptor
 1888 091e 1091 0000 		lds r17,(int_descriptor)+1
 1889 0922 00C0      		rjmp .L108
 1890               	.LBE176:
 1891               	.LBE191:
 1892               	.LFE32:
 1894               	.global	list_copy
 1896               	list_copy:
 1897               	.LFB39:
 1898               	.LM196:
 1899               	.LVL134:
 1900 0924 CF92      		push r12
 1901 0926 DF92      		push r13
 1902 0928 EF92      		push r14
 1903 092a FF92      		push r15
 1904 092c 0F93      		push r16
 1905 092e 1F93      		push r17
 1906 0930 CF93      		push r28
 1907 0932 DF93      		push r29
 1908               	/* prologue: function */
 1909               	/* frame size = 0 */
 1910 0934 7C01      		movw r14,r24
 1911               	.LM197:
 1912 0936 DC01      		movw r26,r24
 1913 0938 1696      		adiw r26,6
 1914 093a 0D91      		ld r16,X+
 1915 093c 1C91      		ld r17,X
 1916 093e 1797      		sbiw r26,6+1
 1917               	.LBB207:
 1918               	.LM198:
 1919 0940 88E0      		ldi r24,lo8(8)
 1920 0942 90E0      		ldi r25,hi8(8)
 1921               	.LVL135:
 1922 0944 0E94 0000 		call malloc
 1923               	.LBB208:
 1924 0948 6C01      		movw r12,r24
 1925               	.LM199:
 1926 094a FC01      		movw r30,r24
 1927               	.LVL136:
 1928 094c 1482      		std Z+4,__zero_reg__
 1929 094e 1582      		std Z+5,__zero_reg__
 1930               	.LM200:
 1931 0950 0683      		std Z+6,r16
 1932 0952 1783      		std Z+7,r17
 1933               	.LM201:
 1934 0954 1282      		std Z+2,__zero_reg__
 1935 0956 1382      		std Z+3,__zero_reg__
 1936 0958 1082      		st Z,__zero_reg__
 1937 095a 1182      		std Z+1,__zero_reg__
 1938               	.LBE208:
 1939               	.LBE207:
 1940               	.LBB209:
 1941               	.LBB210:
 1942               	.LM202:
 1943 095c D701      		movw r26,r14
 1944 095e 0D91      		ld r16,X+
 1945 0960 1C91      		ld r17,X
 1946               	.LVL137:
 1947               	.LBE210:
 1948               	.LBE209:
 1949               	.LM203:
 1950 0962 0115      		cp r16,__zero_reg__
 1951 0964 1105      		cpc r17,__zero_reg__
 1952 0966 01F4      		brne .L124
 1953 0968 00C0      		rjmp .L118
 1954               	.LVL138:
 1955               	.L121:
 1956               	.LBB211:
 1957               	.LBB212:
 1958               	.LBB213:
 1959               	.LBB214:
 1960               	.LM204:
 1961 096a 1882      		st Y,__zero_reg__
 1962 096c 1982      		std Y+1,__zero_reg__
 1963               	.LM205:
 1964 096e D601      		movw r26,r12
 1965 0970 1496      		adiw r26,4
 1966 0972 8D91      		ld r24,X+
 1967 0974 9C91      		ld r25,X
 1968 0976 1597      		sbiw r26,4+1
 1969 0978 0196      		adiw r24,1
 1970 097a 1496      		adiw r26,4
 1971 097c 8D93      		st X+,r24
 1972 097e 9C93      		st X,r25
 1973 0980 1597      		sbiw r26,4+1
 1974               	.LBE214:
 1975               	.LBE213:
 1976               	.LBE212:
 1977               	.LBE211:
 1978               	.LBB220:
 1979               	.LBB221:
 1980               	.LM206:
 1981 0982 F801      		movw r30,r16
 1982 0984 0081      		ld r16,Z
 1983 0986 1181      		ldd r17,Z+1
 1984               	.LBE221:
 1985               	.LBE220:
 1986               	.LM207:
 1987 0988 0115      		cp r16,__zero_reg__
 1988 098a 1105      		cpc r17,__zero_reg__
 1989 098c 01F0      		breq .L118
 1990               	.LVL139:
 1991               	.L124:
 1992               	.LBB222:
 1993               	.LBB219:
 1994               	.LBB216:
 1995               	.LM208:
 1996 098e D601      		movw r26,r12
 1997 0990 1696      		adiw r26,6
 1998 0992 ED91      		ld r30,X+
 1999 0994 FC91      		ld r31,X
 2000 0996 1797      		sbiw r26,6+1
 2001 0998 8081      		ld r24,Z
 2002 099a 9181      		ldd r25,Z+1
 2003               	.LVL140:
 2004 099c 0296      		adiw r24,2
 2005 099e 0E94 0000 		call malloc
 2006 09a2 EC01      		movw r28,r24
 2007               	.LVL141:
 2008               	.LBB217:
 2009               	.LM209:
 2010 09a4 FC01      		movw r30,r24
 2011               	.LVL142:
 2012 09a6 1192      		st Z+,__zero_reg__
 2013 09a8 1192      		st Z+,__zero_reg__
 2014               	.LM210:
 2015 09aa D601      		movw r26,r12
 2016 09ac 1696      		adiw r26,6
 2017 09ae 8D91      		ld r24,X+
 2018 09b0 9C91      		ld r25,X
 2019 09b2 1797      		sbiw r26,6+1
 2020               	.LVL143:
 2021 09b4 9801      		movw r18,r16
 2022 09b6 2E5F      		subi r18,lo8(-(2))
 2023 09b8 3F4F      		sbci r19,hi8(-(2))
 2024 09ba DC01      		movw r26,r24
 2025 09bc 4D91      		ld r20,X+
 2026 09be 5C91      		ld r21,X
 2027 09c0 CF01      		movw r24,r30
 2028 09c2 B901      		movw r22,r18
 2029 09c4 0E94 0000 		call memcpy
 2030               	.LBE217:
 2031               	.LBE216:
 2032               	.LBB218:
 2033               	.LBB215:
 2034               	.LM211:
 2035 09c8 D601      		movw r26,r12
 2036 09ca 1296      		adiw r26,2
 2037 09cc ED91      		ld r30,X+
 2038 09ce FC91      		ld r31,X
 2039 09d0 1397      		sbiw r26,2+1
 2040 09d2 3097      		sbiw r30,0
 2041 09d4 01F0      		breq .L120
 2042               	.LM212:
 2043 09d6 C083      		st Z,r28
 2044 09d8 D183      		std Z+1,r29
 2045               	.LVL144:
 2046               	.L120:
 2047               	.LM213:
 2048 09da F601      		movw r30,r12
 2049 09dc C283      		std Z+2,r28
 2050 09de D383      		std Z+3,r29
 2051               	.LM214:
 2052 09e0 8081      		ld r24,Z
 2053 09e2 9181      		ldd r25,Z+1
 2054 09e4 892B      		or r24,r25
 2055 09e6 01F4      		brne .L121
 2056               	.LM215:
 2057 09e8 C083      		st Z,r28
 2058 09ea D183      		std Z+1,r29
 2059 09ec 00C0      		rjmp .L121
 2060               	.LVL145:
 2061               	.L118:
 2062               	.LBE215:
 2063               	.LBE218:
 2064               	.LBE219:
 2065               	.LBE222:
 2066               	.LM216:
 2067 09ee C601      		movw r24,r12
 2068               	.LVL146:
 2069               	/* epilogue start */
 2070 09f0 DF91      		pop r29
 2071 09f2 CF91      		pop r28
 2072               	.LVL147:
 2073 09f4 1F91      		pop r17
 2074 09f6 0F91      		pop r16
 2075               	.LVL148:
 2076 09f8 FF90      		pop r15
 2077 09fa EF90      		pop r14
 2078               	.LVL149:
 2079 09fc DF90      		pop r13
 2080 09fe CF90      		pop r12
 2081 0a00 0895      		ret
 2082               	.LFE39:
 2084               	.global	list_node_from_vector
 2086               	list_node_from_vector:
 2087               	.LFB34:
 2088               	.LM217:
 2089               	.LVL150:
 2090 0a02 6F92      		push r6
 2091 0a04 7F92      		push r7
 2092 0a06 8F92      		push r8
 2093 0a08 9F92      		push r9
 2094 0a0a AF92      		push r10
 2095 0a0c BF92      		push r11
 2096 0a0e CF92      		push r12
 2097 0a10 DF92      		push r13
 2098 0a12 EF92      		push r14
 2099 0a14 FF92      		push r15
 2100 0a16 0F93      		push r16
 2101 0a18 1F93      		push r17
 2102 0a1a DF93      		push r29
 2103 0a1c CF93      		push r28
 2104 0a1e 0F92      		push __tmp_reg__
 2105 0a20 0F92      		push __tmp_reg__
 2106 0a22 CDB7      		in r28,__SP_L__
 2107 0a24 DEB7      		in r29,__SP_H__
 2108               	/* prologue: function */
 2109               	/* frame size = 2 */
 2110 0a26 D82E      		mov r13,r24
 2111 0a28 C92E      		mov r12,r25
 2112               	.LVL151:
 2113 0a2a 4B01      		movw r8,r22
 2114               	.LBB235:
 2115               	.LBB236:
 2116               	.LM218:
 2117 0a2c 0091 0000 		lds r16,node_descriptor
 2118 0a30 1091 0000 		lds r17,(node_descriptor)+1
 2119 0a34 0115      		cp r16,__zero_reg__
 2120 0a36 1105      		cpc r17,__zero_reg__
 2121 0a38 01F4      		brne .+2
 2122 0a3a 00C0      		rjmp .L135
 2123               	.LVL152:
 2124               	.L127:
 2125               	.LBB237:
 2126               	.LM219:
 2127 0a3c 88E0      		ldi r24,lo8(8)
 2128 0a3e 90E0      		ldi r25,hi8(8)
 2129 0a40 0E94 0000 		call malloc
 2130               	.LBB238:
 2131 0a44 7C01      		movw r14,r24
 2132               	.LM220:
 2133 0a46 DC01      		movw r26,r24
 2134               	.LVL153:
 2135 0a48 1496      		adiw r26,4
 2136 0a4a 1D92      		st X+,__zero_reg__
 2137 0a4c 1C92      		st X,__zero_reg__
 2138 0a4e 1597      		sbiw r26,4+1
 2139               	.LM221:
 2140 0a50 1696      		adiw r26,6
 2141 0a52 0D93      		st X+,r16
 2142 0a54 1C93      		st X,r17
 2143 0a56 1797      		sbiw r26,6+1
 2144               	.LM222:
 2145 0a58 1296      		adiw r26,2
 2146 0a5a 1D92      		st X+,__zero_reg__
 2147 0a5c 1C92      		st X,__zero_reg__
 2148 0a5e 1397      		sbiw r26,2+1
 2149 0a60 1D92      		st X+,__zero_reg__
 2150 0a62 1C92      		st X,__zero_reg__
 2151               	.LBE238:
 2152               	.LBE237:
 2153               	.LBE236:
 2154               	.LBE235:
 2155               	.LM223:
 2156 0a64 1814      		cp __zero_reg__,r8
 2157 0a66 1904      		cpc __zero_reg__,r9
 2158 0a68 04F0      		brlt .+2
 2159 0a6a 00C0      		rjmp .L128
 2160 0a6c 8D2D      		mov r24,r13
 2161               	.LVL154:
 2162 0a6e 9C2D      		mov r25,r12
 2163 0a70 9C01      		movw r18,r24
 2164 0a72 5901      		movw r10,r18
 2165 0a74 CC24      		clr r12
 2166 0a76 DD24      		clr r13
 2167               	.LVL155:
 2168 0a78 3E01      		movw r6,r28
 2169 0a7a 0894      		sec
 2170 0a7c 611C      		adc r6,__zero_reg__
 2171 0a7e 711C      		adc r7,__zero_reg__
 2172 0a80 00C0      		rjmp .L132
 2173               	.LVL156:
 2174               	.L131:
 2175               	.LBB240:
 2176               	.LBB241:
 2177               	.LBB242:
 2178               	.LBB243:
 2179               	.LBB244:
 2180               	.LBB245:
 2181               	.LM224:
 2182 0a82 D801      		movw r26,r16
 2183 0a84 1D92      		st X+,__zero_reg__
 2184 0a86 1C92      		st X,__zero_reg__
 2185               	.LM225:
 2186 0a88 F701      		movw r30,r14
 2187 0a8a 8481      		ldd r24,Z+4
 2188 0a8c 9581      		ldd r25,Z+5
 2189 0a8e 0196      		adiw r24,1
 2190 0a90 8483      		std Z+4,r24
 2191 0a92 9583      		std Z+5,r25
 2192               	.LBE245:
 2193               	.LBE244:
 2194               	.LBE243:
 2195               	.LBE242:
 2196               	.LBE241:
 2197               	.LBE240:
 2198               	.LM226:
 2199 0a94 0894      		sec
 2200 0a96 C11C      		adc r12,__zero_reg__
 2201 0a98 D11C      		adc r13,__zero_reg__
 2202 0a9a 82E0      		ldi r24,lo8(2)
 2203 0a9c 90E0      		ldi r25,hi8(2)
 2204 0a9e A80E      		add r10,r24
 2205 0aa0 B91E      		adc r11,r25
 2206 0aa2 C814      		cp r12,r8
 2207 0aa4 D904      		cpc r13,r9
 2208 0aa6 04F4      		brge .L128
 2209               	.L132:
 2210               	.LM227:
 2211 0aa8 F501      		movw r30,r10
 2212 0aaa 8081      		ld r24,Z
 2213 0aac 9181      		ldd r25,Z+1
 2214 0aae 8983      		std Y+1,r24
 2215 0ab0 9A83      		std Y+2,r25
 2216               	.LVL157:
 2217               	.LBB253:
 2218               	.LBB252:
 2219               	.LBB251:
 2220               	.LBB250:
 2221               	.LBB247:
 2222               	.LM228:
 2223 0ab2 D701      		movw r26,r14
 2224 0ab4 1696      		adiw r26,6
 2225 0ab6 ED91      		ld r30,X+
 2226 0ab8 FC91      		ld r31,X
 2227 0aba 1797      		sbiw r26,6+1
 2228 0abc 8081      		ld r24,Z
 2229 0abe 9181      		ldd r25,Z+1
 2230 0ac0 0296      		adiw r24,2
 2231 0ac2 0E94 0000 		call malloc
 2232 0ac6 8C01      		movw r16,r24
 2233               	.LVL158:
 2234               	.LBB248:
 2235               	.LM229:
 2236 0ac8 FC01      		movw r30,r24
 2237               	.LVL159:
 2238 0aca 1192      		st Z+,__zero_reg__
 2239 0acc 1192      		st Z+,__zero_reg__
 2240               	.LM230:
 2241 0ace D701      		movw r26,r14
 2242 0ad0 1696      		adiw r26,6
 2243 0ad2 8D91      		ld r24,X+
 2244 0ad4 9C91      		ld r25,X
 2245 0ad6 1797      		sbiw r26,6+1
 2246               	.LVL160:
 2247 0ad8 DC01      		movw r26,r24
 2248 0ada 4D91      		ld r20,X+
 2249 0adc 5C91      		ld r21,X
 2250 0ade CF01      		movw r24,r30
 2251 0ae0 B301      		movw r22,r6
 2252 0ae2 0E94 0000 		call memcpy
 2253               	.LBE248:
 2254               	.LBE247:
 2255               	.LBB249:
 2256               	.LBB246:
 2257               	.LM231:
 2258 0ae6 D701      		movw r26,r14
 2259 0ae8 1296      		adiw r26,2
 2260 0aea ED91      		ld r30,X+
 2261 0aec FC91      		ld r31,X
 2262 0aee 1397      		sbiw r26,2+1
 2263 0af0 3097      		sbiw r30,0
 2264 0af2 01F0      		breq .L130
 2265               	.LM232:
 2266 0af4 0083      		st Z,r16
 2267 0af6 1183      		std Z+1,r17
 2268               	.LVL161:
 2269               	.L130:
 2270               	.LM233:
 2271 0af8 F701      		movw r30,r14
 2272 0afa 0283      		std Z+2,r16
 2273 0afc 1383      		std Z+3,r17
 2274               	.LM234:
 2275 0afe 8081      		ld r24,Z
 2276 0b00 9181      		ldd r25,Z+1
 2277 0b02 892B      		or r24,r25
 2278 0b04 01F0      		breq .+2
 2279 0b06 00C0      		rjmp .L131
 2280               	.LM235:
 2281 0b08 0083      		st Z,r16
 2282 0b0a 1183      		std Z+1,r17
 2283 0b0c 00C0      		rjmp .L131
 2284               	.LVL162:
 2285               	.L128:
 2286               	.LBE246:
 2287               	.LBE249:
 2288               	.LBE250:
 2289               	.LBE251:
 2290               	.LBE252:
 2291               	.LBE253:
 2292               	.LM236:
 2293 0b0e C701      		movw r24,r14
 2294               	.LVL163:
 2295               	/* epilogue start */
 2296 0b10 0F90      		pop __tmp_reg__
 2297 0b12 0F90      		pop __tmp_reg__
 2298 0b14 CF91      		pop r28
 2299 0b16 DF91      		pop r29
 2300 0b18 1F91      		pop r17
 2301 0b1a 0F91      		pop r16
 2302               	.LVL164:
 2303 0b1c FF90      		pop r15
 2304 0b1e EF90      		pop r14
 2305 0b20 DF90      		pop r13
 2306               	.LVL165:
 2307 0b22 CF90      		pop r12
 2308               	.LVL166:
 2309 0b24 BF90      		pop r11
 2310 0b26 AF90      		pop r10
 2311 0b28 9F90      		pop r9
 2312 0b2a 8F90      		pop r8
 2313               	.LVL167:
 2314 0b2c 7F90      		pop r7
 2315 0b2e 6F90      		pop r6
 2316 0b30 0895      		ret
 2317               	.LVL168:
 2318               	.L135:
 2319               	.LBB254:
 2320               	.LBB239:
 2321               	.LM237:
 2322 0b32 80E0      		ldi r24,lo8(.LC2)
 2323 0b34 90E0      		ldi r25,hi8(.LC2)
 2324 0b36 68E6      		ldi r22,lo8(104)
 2325 0b38 70E0      		ldi r23,hi8(104)
 2326 0b3a 40E0      		ldi r20,lo8(.LC3)
 2327 0b3c 50E0      		ldi r21,hi8(.LC3)
 2328 0b3e 0E94 0000 		call __myassert
 2329 0b42 0091 0000 		lds r16,node_descriptor
 2330 0b46 1091 0000 		lds r17,(node_descriptor)+1
 2331 0b4a 00C0      		rjmp .L127
 2332               	.LBE239:
 2333               	.LBE254:
 2334               	.LFE34:
 2336               	.global	list_float_from_vector
 2338               	list_float_from_vector:
 2339               	.LFB33:
 2340               	.LM238:
 2341               	.LVL169:
 2342 0b4c 6F92      		push r6
 2343 0b4e 7F92      		push r7
 2344 0b50 8F92      		push r8
 2345 0b52 9F92      		push r9
 2346 0b54 AF92      		push r10
 2347 0b56 BF92      		push r11
 2348 0b58 CF92      		push r12
 2349 0b5a DF92      		push r13
 2350 0b5c EF92      		push r14
 2351 0b5e FF92      		push r15
 2352 0b60 0F93      		push r16
 2353 0b62 1F93      		push r17
 2354 0b64 DF93      		push r29
 2355 0b66 CF93      		push r28
 2356 0b68 00D0      		rcall .
 2357 0b6a 0F92      		push __tmp_reg__
 2358 0b6c CDB7      		in r28,__SP_L__
 2359 0b6e DEB7      		in r29,__SP_H__
 2360               	/* prologue: function */
 2361               	/* frame size = 4 */
 2362 0b70 D82E      		mov r13,r24
 2363 0b72 C92E      		mov r12,r25
 2364               	.LVL170:
 2365 0b74 4B01      		movw r8,r22
 2366               	.LBB267:
 2367               	.LBB268:
 2368               	.LM239:
 2369 0b76 0091 0000 		lds r16,float_descriptor
 2370 0b7a 1091 0000 		lds r17,(float_descriptor)+1
 2371 0b7e 0115      		cp r16,__zero_reg__
 2372 0b80 1105      		cpc r17,__zero_reg__
 2373 0b82 01F4      		brne .+2
 2374 0b84 00C0      		rjmp .L145
 2375               	.LVL171:
 2376               	.L137:
 2377               	.LBB269:
 2378               	.LM240:
 2379 0b86 88E0      		ldi r24,lo8(8)
 2380 0b88 90E0      		ldi r25,hi8(8)
 2381 0b8a 0E94 0000 		call malloc
 2382               	.LBB270:
 2383 0b8e 7C01      		movw r14,r24
 2384               	.LM241:
 2385 0b90 DC01      		movw r26,r24
 2386               	.LVL172:
 2387 0b92 1496      		adiw r26,4
 2388 0b94 1D92      		st X+,__zero_reg__
 2389 0b96 1C92      		st X,__zero_reg__
 2390 0b98 1597      		sbiw r26,4+1
 2391               	.LM242:
 2392 0b9a 1696      		adiw r26,6
 2393 0b9c 0D93      		st X+,r16
 2394 0b9e 1C93      		st X,r17
 2395 0ba0 1797      		sbiw r26,6+1
 2396               	.LM243:
 2397 0ba2 1296      		adiw r26,2
 2398 0ba4 1D92      		st X+,__zero_reg__
 2399 0ba6 1C92      		st X,__zero_reg__
 2400 0ba8 1397      		sbiw r26,2+1
 2401 0baa 1D92      		st X+,__zero_reg__
 2402 0bac 1C92      		st X,__zero_reg__
 2403               	.LBE270:
 2404               	.LBE269:
 2405               	.LBE268:
 2406               	.LBE267:
 2407               	.LM244:
 2408 0bae 1814      		cp __zero_reg__,r8
 2409 0bb0 1904      		cpc __zero_reg__,r9
 2410 0bb2 04F0      		brlt .+2
 2411 0bb4 00C0      		rjmp .L138
 2412 0bb6 8D2D      		mov r24,r13
 2413               	.LVL173:
 2414 0bb8 9C2D      		mov r25,r12
 2415 0bba 9C01      		movw r18,r24
 2416 0bbc 5901      		movw r10,r18
 2417 0bbe CC24      		clr r12
 2418 0bc0 DD24      		clr r13
 2419               	.LVL174:
 2420 0bc2 3E01      		movw r6,r28
 2421 0bc4 0894      		sec
 2422 0bc6 611C      		adc r6,__zero_reg__
 2423 0bc8 711C      		adc r7,__zero_reg__
 2424 0bca 00C0      		rjmp .L142
 2425               	.LVL175:
 2426               	.L141:
 2427               	.LBB272:
 2428               	.LBB273:
 2429               	.LBB274:
 2430               	.LBB275:
 2431               	.LBB276:
 2432               	.LBB277:
 2433               	.LM245:
 2434 0bcc D801      		movw r26,r16
 2435 0bce 1D92      		st X+,__zero_reg__
 2436 0bd0 1C92      		st X,__zero_reg__
 2437               	.LM246:
 2438 0bd2 F701      		movw r30,r14
 2439 0bd4 8481      		ldd r24,Z+4
 2440 0bd6 9581      		ldd r25,Z+5
 2441 0bd8 0196      		adiw r24,1
 2442 0bda 8483      		std Z+4,r24
 2443 0bdc 9583      		std Z+5,r25
 2444               	.LBE277:
 2445               	.LBE276:
 2446               	.LBE275:
 2447               	.LBE274:
 2448               	.LBE273:
 2449               	.LBE272:
 2450               	.LM247:
 2451 0bde 0894      		sec
 2452 0be0 C11C      		adc r12,__zero_reg__
 2453 0be2 D11C      		adc r13,__zero_reg__
 2454 0be4 84E0      		ldi r24,lo8(4)
 2455 0be6 90E0      		ldi r25,hi8(4)
 2456 0be8 A80E      		add r10,r24
 2457 0bea B91E      		adc r11,r25
 2458 0bec C814      		cp r12,r8
 2459 0bee D904      		cpc r13,r9
 2460 0bf0 04F4      		brge .L138
 2461               	.L142:
 2462               	.LM248:
 2463 0bf2 F501      		movw r30,r10
 2464 0bf4 8081      		ld r24,Z
 2465 0bf6 9181      		ldd r25,Z+1
 2466 0bf8 A281      		ldd r26,Z+2
 2467 0bfa B381      		ldd r27,Z+3
 2468 0bfc 8983      		std Y+1,r24
 2469 0bfe 9A83      		std Y+2,r25
 2470 0c00 AB83      		std Y+3,r26
 2471 0c02 BC83      		std Y+4,r27
 2472               	.LVL176:
 2473               	.LBB285:
 2474               	.LBB284:
 2475               	.LBB283:
 2476               	.LBB282:
 2477               	.LBB279:
 2478               	.LM249:
 2479 0c04 D701      		movw r26,r14
 2480 0c06 1696      		adiw r26,6
 2481 0c08 ED91      		ld r30,X+
 2482 0c0a FC91      		ld r31,X
 2483 0c0c 1797      		sbiw r26,6+1
 2484 0c0e 8081      		ld r24,Z
 2485 0c10 9181      		ldd r25,Z+1
 2486 0c12 0296      		adiw r24,2
 2487 0c14 0E94 0000 		call malloc
 2488 0c18 8C01      		movw r16,r24
 2489               	.LVL177:
 2490               	.LBB280:
 2491               	.LM250:
 2492 0c1a FC01      		movw r30,r24
