   1               		.file	"core.c"
   2               	__SREG__ = 0x3f
 4523               	.LVL261:
 4524               	.LBB441:
 4525               	.LM423:
 4526 1ab2 AD84      		ldd r10,Y+13
 4527 1ab4 BE84      		ldd r11,Y+14
 4528               	.LVL262:
 4529 1ab6 0894      		sec
 4530 1ab8 A11C      		adc r10,__zero_reg__
 4531 1aba B11C      		adc r11,__zero_reg__
 4532 1abc ED85      		ldd r30,Y+13
 4533 1abe FE85      		ldd r31,Y+14
 4534 1ac0 2181      		ldd r18,Z+1
 4535 1ac2 422E      		mov r4,r18
 4536               	.LVL263:
 4537 1ac4 5524      		clr r5
 4538 1ac6 FFE1      		ldi r31,lo8(31)
 4539 1ac8 4F22      		and r4,r31
 4540 1aca 5524      		clr r5
 4541               	.LVL264:
 4542 1acc 440C      		lsl r4
 4543 1ace 551C      		rol r5
 4544 1ad0 440C      		lsl r4
 4545 1ad2 551C      		rol r5
 4546 1ad4 4989      		ldd r20,Y+17
 4547 1ad6 5A89      		ldd r21,Y+18
 4548 1ad8 440E      		add r4,r20
 4549 1ada 551E      		adc r5,r21
 4550               	.LM424:
 4551 1adc 2295      		swap r18
 4552 1ade 2695      		lsr r18
 4553 1ae0 2770      		andi r18,0x7
 4554 1ae2 30E0      		ldi r19,lo8(0)
 4555 1ae4 862F      		mov r24,r22
 4556 1ae6 90E0      		ldi r25,lo8(0)
 4557 1ae8 8F70      		andi r24,lo8(15)
 4558 1aea 9070      		andi r25,hi8(15)
 4559 1aec 880F      		lsl r24
 4560 1aee 991F      		rol r25
 4561 1af0 880F      		lsl r24
 4562 1af2 991F      		rol r25
 4563 1af4 880F      		lsl r24
 4564 1af6 991F      		rol r25
 4565 1af8 282B      		or r18,r24
 4566 1afa 392B      		or r19,r25
 4567 1afc F901      		movw r30,r18
 4568 1afe EE0F      		lsl r30
 4569 1b00 FF1F      		rol r31
 4570 1b02 E050      		subi r30,lo8(-(extern_functs_args))
 4571 1b04 F040      		sbci r31,hi8(-(extern_functs_args))
 4572 1b06 4081      		ld r20,Z
 4573 1b08 5181      		ldd r21,Z+1
 4574 1b0a CA01      		movw r24,r20
 4575 1b0c 880F      		lsl r24
 4576 1b0e 991F      		rol r25
 4577 1b10 880F      		lsl r24
 4578 1b12 991F      		rol r25
 4579 1b14 6DB7      		in r22,__SP_L__
 4580 1b16 7EB7      		in r23,__SP_H__
 4581 1b18 681B      		sub r22,r24
 4582 1b1a 790B      		sbc r23,r25
 4583 1b1c 6DBF      		out __SP_L__,r22
 4584 1b1e 7EBF      		out __SP_H__,r23
 4585 1b20 8DB6      		in r8,__SP_L__
 4586 1b22 9EB6      		in r9,__SP_H__
 4587               	.LVL265:
 4588 1b24 0894      		sec
 4589 1b26 811C      		adc r8,__zero_reg__
 4590 1b28 911C      		adc r9,__zero_reg__
 4591               	.LM425:
 4592 1b2a D901      		movw r26,r18
 4593 1b2c 4630      		cpi r20,6
 4594 1b2e 5105      		cpc r21,__zero_reg__
 4595 1b30 04F0      		brlt .+2
 4596 1b32 00C0      		rjmp .L414
 4597               	.L338:
 4598               	.LM426:
 4599 1b34 1416      		cp __zero_reg__,r20
 4600 1b36 1506      		cpc __zero_reg__,r21
 4601 1b38 04F0      		brlt .+2
 4602 1b3a 00C0      		rjmp .L339
 4603               	.LM427:
 4604 1b3c 6D85      		ldd r22,Y+13
 4605 1b3e 7E85      		ldd r23,Y+14
 4606               	.LVL266:
 4607 1b40 6E5F      		subi r22,lo8(-(2))
 4608 1b42 7F4F      		sbci r23,hi8(-(2))
 4609 1b44 6401      		movw r12,r8
 4610               	.LVL267:
 4611 1b46 EE24      		clr r14
 4612 1b48 FF24      		clr r15
 4613               	.LVL268:
 4614 1b4a 00C0      		rjmp .L348
 4615               	.LVL269:
 4616               	.L342:
 4617               	.LBB300:
 4618               	.LBB303:
 4619               	.LBB306:
 4620               	.LM428:
 4621 1b4c 8F31      		cpi r24,lo8(31)
 4622 1b4e 01F4      		brne .+2
 4623 1b50 00C0      		rjmp .L415
 4624               	.LM429:
 4625 1b52 8230      		cpi r24,lo8(2)
 4626 1b54 01F4      		brne .+2
 4627 1b56 00C0      		rjmp .L416
 4628               	.LM430:
 4629 1b58 8130      		cpi r24,lo8(1)
 4630 1b5a 01F4      		brne .+2
 4631 1b5c 00C0      		rjmp .L378
 4632               	.LM431:
 4633 1b5e 8823      		tst r24
 4634 1b60 01F4      		brne .+2
 4635 1b62 00C0      		rjmp .L378
 4636               	.LM432:
 4637 1b64 8430      		cpi r24,lo8(4)
 4638 1b66 01F0      		breq .+2
 4639 1b68 00C0      		rjmp .L347
 4640               	.LBB309:
 4641               	.LM433:
 4642 1b6a E181      		ldd r30,Z+1
 4643 1b6c F0E0      		ldi r31,lo8(0)
 4644 1b6e EF71      		andi r30,lo8(31)
 4645 1b70 F070      		andi r31,hi8(31)
 4646               	.L377:
 4647 1b72 EE0F      		lsl r30
 4648 1b74 FF1F      		rol r31
 4649 1b76 EE0F      		lsl r30
 4650 1b78 FF1F      		rol r31
 4651               	.LVL270:
 4652 1b7a 2989      		ldd r18,Y+17
 4653 1b7c 3A89      		ldd r19,Y+18
 4654               	.LVL271:
 4655 1b7e E20F      		add r30,r18
 4656 1b80 F31F      		adc r31,r19
 4657 1b82 2081      		ld r18,Z
 4658 1b84 3181      		ldd r19,Z+1
 4659               	.LVL272:
 4660               	.LM434:
 4661 1b86 6D5F      		subi r22,lo8(-(3))
 4662 1b88 7F4F      		sbci r23,hi8(-(3))
 4663               	.LVL273:
 4664               	.LM435:
 4665 1b8a A091 0000 		lds r26,arguments
 4666 1b8e B091 0000 		lds r27,(arguments)+1
 4667 1b92 F801      		movw r30,r16
 4668 1b94 8081      		ld r24,Z
 4669 1b96 90E0      		ldi r25,lo8(0)
 4670 1b98 F901      		movw r30,r18
 4671 1b9a 4081      		ld r20,Z
 4672 1b9c E42F      		mov r30,r20
 4673 1b9e F0E0      		ldi r31,lo8(0)
 4674 1ba0 EE0F      		lsl r30
 4675 1ba2 FF1F      		rol r31
 4676 1ba4 EA0F      		add r30,r26
 4677 1ba6 FB1F      		adc r31,r27
 4678 1ba8 4081      		ld r20,Z
 4679 1baa 880F      		lsl r24
 4680 1bac 991F      		rol r25
 4681 1bae A80F      		add r26,r24
 4682 1bb0 B91F      		adc r27,r25
 4683 1bb2 A40F      		add r26,r20
 4684 1bb4 B11D      		adc r27,__zero_reg__
 4685 1bb6 1196      		adiw r26,1
 4686 1bb8 8C91      		ld r24,X
 4687 1bba 90E0      		ldi r25,lo8(0)
 4688 1bbc 0196      		adiw r24,1
 4689 1bbe 280F      		add r18,r24
 4690 1bc0 391F      		adc r19,r25
 4691 1bc2 40E0      		ldi r20,lo8(0)
 4692 1bc4 50E0      		ldi r21,hi8(0)
 4693               	.LVL274:
 4694               	.L341:
 4695               	.LBE309:
 4696               	.LBE306:
 4697               	.LBE303:
 4698               	.LM436:
 4699 1bc6 D601      		movw r26,r12
 4700 1bc8 2D93      		st X+,r18
 4701 1bca 3D93      		st X+,r19
 4702 1bcc 4D93      		st X+,r20
 4703 1bce 5D93      		st X+,r21
 4704               	.LVL275:
 4705 1bd0 6D01      		movw r12,r26
 4706               	.LBE300:
 4707               	.LM437:
 4708 1bd2 0894      		sec
 4709 1bd4 E11C      		adc r14,__zero_reg__
 4710 1bd6 F11C      		adc r15,__zero_reg__
 4711 1bd8 F501      		movw r30,r10
 4712 1bda 8081      		ld r24,Z
 4713               	.LVL276:
 4714 1bdc 8295      		swap r24
 4715 1bde 8695      		lsr r24
 4716 1be0 8770      		andi r24,0x7
 4717 1be2 A82F      		mov r26,r24
 4718 1be4 B0E0      		ldi r27,lo8(0)
 4719 1be6 ED85      		ldd r30,Y+13
 4720 1be8 FE85      		ldd r31,Y+14
 4721 1bea 8081      		ld r24,Z
 4722 1bec 90E0      		ldi r25,lo8(0)
 4723 1bee 8F70      		andi r24,lo8(15)
 4724 1bf0 9070      		andi r25,hi8(15)
 4725 1bf2 880F      		lsl r24
 4726 1bf4 991F      		rol r25
 4727 1bf6 880F      		lsl r24
 4728 1bf8 991F      		rol r25
 4729 1bfa 880F      		lsl r24
 4730 1bfc 991F      		rol r25
 4731               	.LVL277:
 4732 1bfe A82B      		or r26,r24
 4733 1c00 B92B      		or r27,r25
 4734 1c02 FD01      		movw r30,r26
 4735 1c04 EE0F      		lsl r30
 4736 1c06 FF1F      		rol r31
 4737 1c08 E050      		subi r30,lo8(-(extern_functs_args))
 4738 1c0a F040      		sbci r31,hi8(-(extern_functs_args))
 4739 1c0c 4081      		ld r20,Z
 4740 1c0e 5181      		ldd r21,Z+1
 4741 1c10 E416      		cp r14,r20
 4742 1c12 F506      		cpc r15,r21
 4743 1c14 04F4      		brge .L339
 4744               	.LVL278:
 4745               	.L348:
 4746               	.LBB299:
 4747               	.LM438:
 4748 1c16 FB01      		movw r30,r22
 4749 1c18 8191      		ld r24,Z+
 4750               	.LVL279:
 4751 1c1a 8F01      		movw r16,r30
 4752               	.LVL280:
 4753               	.LBB313:
 4754               	.LBB311:
 4755               	.LM439:
 4756 1c1c 8330      		cpi r24,lo8(3)
 4757 1c1e 01F0      		breq .L417
 4758               	.LM440:
 4759 1c20 282F      		mov r18,r24
 4760 1c22 30E0      		ldi r19,lo8(0)
 4761               	.LVL281:
 4762 1c24 85FF      		sbrs r24,5
 4763 1c26 00C0      		rjmp .L342
 4764 1c28 2F71      		andi r18,lo8(31)
 4765 1c2a 3070      		andi r19,hi8(31)
 4766               	.LVL282:
 4767 1c2c 220F      		lsl r18
 4768 1c2e 331F      		rol r19
 4769 1c30 220F      		lsl r18
 4770 1c32 331F      		rol r19
 4771               	.LVL283:
 4772 1c34 4989      		ldd r20,Y+17
 4773 1c36 5A89      		ldd r21,Y+18
 4774 1c38 240F      		add r18,r20
 4775 1c3a 351F      		adc r19,r21
 4776               	.LVL284:
 4777 1c3c 40E0      		ldi r20,lo8(0)
 4778 1c3e 50E0      		ldi r21,hi8(0)
 4779 1c40 BF01      		movw r22,r30
 4780 1c42 00C0      		rjmp .L341
 4781               	.LVL285:
 4782               	.L417:
 4783               	.LM441:
 4784 1c44 298D      		ldd r18,Y+25
 4785 1c46 3A8D      		ldd r19,Y+26
 4786 1c48 4B8D      		ldd r20,Y+27
 4787 1c4a 5C8D      		ldd r21,Y+28
 4788 1c4c BF01      		movw r22,r30
 4789 1c4e 00C0      		rjmp .L341
 4790               	.LVL286:
 4791               	.L378:
 4792               	.LBB310:
 4793               	.LM442:
 4794 1c50 6B5F      		subi r22,lo8(-(5))
 4795 1c52 7F4F      		sbci r23,hi8(-(5))
 4796               	.LVL287:
 4797 1c54 9801      		movw r18,r16
 4798 1c56 40E0      		ldi r20,lo8(0)
 4799 1c58 50E0      		ldi r21,hi8(0)
 4800 1c5a 00C0      		rjmp .L341
 4801               	.LVL288:
 4802               	.L415:
 4803               	.LBE310:
 4804               	.LM443:
 4805 1c5c 2D89      		ldd r18,Y+21
 4806 1c5e 3E89      		ldd r19,Y+22
 4807 1c60 4F89      		ldd r20,Y+23
 4808 1c62 588D      		ldd r21,Y+24
 4809 1c64 BF01      		movw r22,r30
 4810 1c66 00C0      		rjmp .L341
 4811               	.LVL289:
 4812               	.L339:
 4813               	.LBE311:
 4814               	.LBE313:
 4815               	.LBE299:
 4816               	.LM444:
 4817 1c68 4230      		cpi r20,2
 4818 1c6a 5105      		cpc r21,__zero_reg__
 4819 1c6c 01F4      		brne .+2
 4820 1c6e 00C0      		rjmp .L352
 4821 1c70 4330      		cpi r20,3
 4822 1c72 5105      		cpc r21,__zero_reg__
 4823 1c74 04F4      		brge .+2
 4824 1c76 00C0      		rjmp .L418
 4825 1c78 4430      		cpi r20,4
 4826 1c7a 5105      		cpc r21,__zero_reg__
 4827 1c7c 01F4      		brne .+2
 4828 1c7e 00C0      		rjmp .L354
 4829 1c80 4430      		cpi r20,4
 4830 1c82 5105      		cpc r21,__zero_reg__
 4831 1c84 04F4      		brge .+2
 4832 1c86 00C0      		rjmp .L353
 4833 1c88 4530      		cpi r20,5
 4834 1c8a 5105      		cpc r21,__zero_reg__
 4835 1c8c 01F0      		breq .+2
 4836 1c8e 00C0      		rjmp .L349
 4837               	.LM445:
 4838 1c90 00D0      		rcall .
 4839 1c92 0F92      		push __tmp_reg__
 4840 1c94 AA0F      		lsl r26
 4841 1c96 BB1F      		rol r27
 4842 1c98 A050      		subi r26,lo8(-(extern_functs))
 4843 1c9a B040      		sbci r27,hi8(-(extern_functs))
 4844 1c9c F401      		movw r30,r8
 4845 1c9e 6081      		ld r22,Z
 4846 1ca0 7181      		ldd r23,Z+1
 4847 1ca2 8281      		ldd r24,Z+2
 4848 1ca4 9381      		ldd r25,Z+3
 4849 1ca6 2481      		ldd r18,Z+4
 4850 1ca8 3581      		ldd r19,Z+5
 4851 1caa 4681      		ldd r20,Z+6
 4852 1cac 5781      		ldd r21,Z+7
 4853 1cae E084      		ldd r14,Z+8
 4854 1cb0 F184      		ldd r15,Z+9
 4855 1cb2 0285      		ldd r16,Z+10
 4856 1cb4 1385      		ldd r17,Z+11
 4857               	.LVL290:
 4858 1cb6 A484      		ldd r10,Z+12
 4859 1cb8 B584      		ldd r11,Z+13
 4860 1cba C684      		ldd r12,Z+14
 4861 1cbc D784      		ldd r13,Z+15
 4862 1cbe 6088      		ldd r6,Z+16
 4863 1cc0 7188      		ldd r7,Z+17
 4864 1cc2 8288      		ldd r8,Z+18
 4865 1cc4 9388      		ldd r9,Z+19
 4866 1cc6 EDB7      		in r30,__SP_L__
 4867 1cc8 FEB7      		in r31,__SP_H__
 4868 1cca 6182      		std Z+1,r6
 4869 1ccc 7282      		std Z+2,r7
 4870 1cce 8382      		std Z+3,r8
 4871 1cd0 9482      		std Z+4,r9
 4872 1cd2 ED91      		ld r30,X+
 4873 1cd4 FC91      		ld r31,X
 4874 1cd6 1995      		eicall
 4875 1cd8 D201      		movw r26,r4
 4876 1cda 6D93      		st X+,r22
 4877 1cdc 7D93      		st X+,r23
 4878 1cde 8D93      		st X+,r24
 4879 1ce0 9C93      		st X,r25
 4880 1ce2 1397      		sbiw r26,3
 4881 1ce4 0F90      		pop __tmp_reg__
 4882 1ce6 0F90      		pop __tmp_reg__
 4883 1ce8 0F90      		pop __tmp_reg__
 4884 1cea 0F90      		pop __tmp_reg__
 4885 1cec 00C0      		rjmp .L349
 4886               	.LVL291:
 4887               	.L398:
 4888               	.LBE441:
 4889               	.LBB442:
 4890               	.LBB359:
 4891               	.LBB355:
 4892               	.LM446:
 4893 1cee E0E0      		ldi r30,lo8(blockId)
 4894 1cf0 F0E0      		ldi r31,hi8(blockId)
 4895 1cf2 00C0      		rjmp .L240
 4896               	.LVL292:
 4897               	.L416:
 4898               	.LBE355:
 4899               	.LBE359:
 4900               	.LBE442:
 4901               	.LBB443:
 4902               	.LBB315:
 4903               	.LBB302:
 4904               	.LBB305:
 4905               	.LBB308:
 4906               	.LM447:
 4907 1cf4 E181      		ldd r30,Z+1
 4908 1cf6 EF71      		andi r30,lo8(31)
 4909 1cf8 F0E0      		ldi r31,lo8(0)
 4910 1cfa 00C0      		rjmp .L377
 4911               	.LVL293:
 4912               	.L216:
 4913               	.LBE308:
 4914               	.LBE305:
 4915               	.LBE302:
 4916               	.LBE315:
 4917               	.LBE443:
 4918               	.LBB444:
 4919               	.LBB318:
 4920               	.LM448:
 4921 1cfc 80E0      		ldi r24,lo8(0)
 4922 1cfe 90E0      		ldi r25,hi8(0)
 4923 1d00 0E94 0000 		call malloc
 4924               	.LVL294:
 4925 1d04 2B85      		ldd r18,Y+11
 4926 1d06 3C85      		ldd r19,Y+12
 4927 1d08 2D87      		std Y+13,r18
 4928 1d0a 3E87      		std Y+14,r19
 4929               	.LVL295:
 4930 1d0c D901      		movw r26,r18
 4931 1d0e 00C0      		rjmp .L364
 4932               	.LVL296:
 4933               	.L384:
 4934               	.LBE318:
 4935               	.LBE444:
 4936               	.LM449:
 4937 1d10 21E0      		ldi r18,lo8(1)
 4938 1d12 30E0      		ldi r19,hi8(1)
 4939 1d14 00C0      		rjmp .L235
 4940               	.LVL297:
 4941               	.L403:
 4942               	.LBB445:
 4943               	.LBB378:
 4944               	.LBB370:
 4945               	.LM450:
 4946 1d16 9FE1      		ldi r25,lo8(31)
 4947 1d18 C92E      		mov r12,r25
 4948 1d1a D12C      		mov r13,__zero_reg__
 4949               	.LVL298:
 4950 1d1c C222      		and r12,r18
 4951 1d1e D322      		and r13,r19
 4952 1d20 CC0C      		lsl r12
 4953 1d22 DD1C      		rol r13
 4954 1d24 CC0C      		lsl r12
 4955 1d26 DD1C      		rol r13
 4956 1d28 4989      		ldd r20,Y+17
 4957 1d2a 5A89      		ldd r21,Y+18
 4958 1d2c C40E      		add r12,r20
 4959 1d2e D51E      		adc r13,r21
 4960 1d30 7801      		movw r14,r16
 4961               	.LVL299:
 4962               	.L251:
 4963               	.LBE370:
 4964               	.LBE378:
 4965               	.LM451:
 4966 1d32 0D85      		ldd r16,Y+13
 4967 1d34 1E85      		ldd r17,Y+14
 4968 1d36 0F5F      		subi r16,lo8(-(1))
 4969 1d38 1F4F      		sbci r17,hi8(-(1))
 4970 1d3a AD85      		ldd r26,Y+13
 4971 1d3c BE85      		ldd r27,Y+14
 4972 1d3e 1196      		adiw r26,1
 4973 1d40 6C91      		ld r22,X
 4974 1d42 862F      		mov r24,r22
 4975 1d44 8695      		lsr r24
 4976 1d46 8695      		lsr r24
 4977               	.LBB379:
 4978               	.LBB382:
 4979               	.LM452:
 4980 1d48 8330      		cpi r24,lo8(3)
 4981 1d4a 01F4      		brne .+2
 4982 1d4c 00C0      		rjmp .L419
 4983               	.LM453:
 4984 1d4e 282F      		mov r18,r24
 4985 1d50 30E0      		ldi r19,lo8(0)
 4986 1d52 85FD      		sbrc r24,5
 4987 1d54 00C0      		rjmp .L420
 4988               	.LM454:
 4989 1d56 8F31      		cpi r24,lo8(31)
 4990 1d58 01F4      		brne .+2
 4991 1d5a 00C0      		rjmp .L421
 4992               	.LM455:
 4993 1d5c 8230      		cpi r24,lo8(2)
 4994 1d5e 01F4      		brne .+2
 4995 1d60 00C0      		rjmp .L422
 4996               	.LM456:
 4997 1d62 8130      		cpi r24,lo8(1)
 4998 1d64 01F4      		brne .+2
 4999 1d66 00C0      		rjmp .L372
 5000               	.LM457:
 5001 1d68 8823      		tst r24
 5002 1d6a 01F4      		brne .+2
 5003 1d6c 00C0      		rjmp .L372
 5004               	.LM458:
 5005 1d6e 8430      		cpi r24,lo8(4)
 5006 1d70 01F0      		breq .+2
 5007 1d72 00C0      		rjmp .L265
 5008               	.LBB384:
 5009               	.LM459:
 5010 1d74 D701      		movw r26,r14
 5011 1d76 1196      		adiw r26,1
 5012 1d78 EC91      		ld r30,X
 5013 1d7a F0E0      		ldi r31,lo8(0)
 5014 1d7c EF71      		andi r30,lo8(31)
 5015 1d7e F070      		andi r31,hi8(31)
 5016               	.L371:
 5017 1d80 EE0F      		lsl r30
 5018 1d82 FF1F      		rol r31
 5019 1d84 EE0F      		lsl r30
 5020 1d86 FF1F      		rol r31
 5021 1d88 2989      		ldd r18,Y+17
 5022 1d8a 3A89      		ldd r19,Y+18
 5023 1d8c E20F      		add r30,r18
 5024 1d8e F31F      		adc r31,r19
 5025 1d90 4081      		ld r20,Z
 5026 1d92 5181      		ldd r21,Z+1
 5027               	.LVL300:
 5028               	.LM460:
 5029 1d94 A091 0000 		lds r26,arguments
 5030 1d98 B091 0000 		lds r27,(arguments)+1
 5031 1d9c F701      		movw r30,r14
 5032 1d9e 8081      		ld r24,Z
 5033 1da0 90E0      		ldi r25,lo8(0)
 5034 1da2 FA01      		movw r30,r20
 5035 1da4 2081      		ld r18,Z
 5036 1da6 E22F      		mov r30,r18
 5037 1da8 F0E0      		ldi r31,lo8(0)
 5038 1daa EE0F      		lsl r30
 5039 1dac FF1F      		rol r31
 5040 1dae EA0F      		add r30,r26
 5041 1db0 FB1F      		adc r31,r27
 5042 1db2 2081      		ld r18,Z
 5043 1db4 880F      		lsl r24
 5044 1db6 991F      		rol r25
 5045 1db8 A80F      		add r26,r24
 5046 1dba B91F      		adc r27,r25
 5047 1dbc A20F      		add r26,r18
 5048 1dbe B11D      		adc r27,__zero_reg__
 5049 1dc0 1196      		adiw r26,1
 5050 1dc2 8C91      		ld r24,X
 5051 1dc4 082F      		mov r16,r24
 5052 1dc6 10E0      		ldi r17,lo8(0)
 5053 1dc8 0F5F      		subi r16,lo8(-(1))
 5054 1dca 1F4F      		sbci r17,hi8(-(1))
 5055 1dcc 040F      		add r16,r20
 5056 1dce 151F      		adc r17,r21
 5057 1dd0 4989      		ldd r20,Y+17
 5058 1dd2 5A89      		ldd r21,Y+18
 5059               	.LVL301:
 5060 1dd4 00C0      		rjmp .L259
 5061               	.LVL302:
 5062               	.L420:
 5063               	.LBE384:
 5064               	.LM461:
 5065 1dd6 8901      		movw r16,r18
 5066 1dd8 0F71      		andi r16,lo8(31)
 5067 1dda 1070      		andi r17,hi8(31)
 5068 1ddc 000F      		lsl r16
 5069 1dde 111F      		rol r17
 5070 1de0 000F      		lsl r16
 5071 1de2 111F      		rol r17
 5072 1de4 E989      		ldd r30,Y+17
 5073 1de6 FA89      		ldd r31,Y+18
 5074 1de8 0E0F      		add r16,r30
 5075 1dea 1F1F      		adc r17,r31
 5076 1dec AF01      		movw r20,r30
 5077               	.LVL303:
 5078               	.L259:
 5079               	.LBE382:
 5080               	.LBE379:
 5081               	.LM462:
 5082 1dee ED85      		ldd r30,Y+13
 5083 1df0 FE85      		ldd r31,Y+14
 5084 1df2 2281      		ldd r18,Z+2
 5085 1df4 E62E      		mov r14,r22
 5086               	.LVL304:
 5087 1df6 FF24      		clr r15
 5088 1df8 F3E0      		ldi r31,lo8(3)
 5089 1dfa EF22      		and r14,r31
 5090 1dfc FF24      		clr r15
 5091               	.LVL305:
 5092 1dfe EE0C      		lsl r14
 5093 1e00 FF1C      		rol r15
 5094 1e02 EE0C      		lsl r14
 5095 1e04 FF1C      		rol r15
 5096 1e06 EE0C      		lsl r14
 5097 1e08 FF1C      		rol r15
 5098 1e0a 822F      		mov r24,r18
 5099 1e0c 8295      		swap r24
 5100 1e0e 8695      		lsr r24
 5101 1e10 8770      		andi r24,0x7
 5102 1e12 90E0      		ldi r25,lo8(0)
 5103 1e14 E82A      		or r14,r24
 5104 1e16 F92A      		or r15,r25
 5105 1e18 EE0C      		lsl r14
 5106 1e1a FF1C      		rol r15
 5107 1e1c EE0C      		lsl r14
 5108 1e1e FF1C      		rol r15
 5109 1e20 E40E      		add r14,r20
 5110 1e22 F51E      		adc r15,r21
 5111               	.LM463:
 5112 1e24 30E0      		ldi r19,lo8(0)
 5113 1e26 40E0      		ldi r20,lo8(0)
 5114 1e28 50E0      		ldi r21,hi8(0)
 5115 1e2a 2F71      		andi r18,lo8(31)
 5116 1e2c 3070      		andi r19,hi8(31)
 5117 1e2e 4070      		andi r20,hlo8(31)
 5118 1e30 5070      		andi r21,hhi8(31)
 5119 1e32 F901      		movw r30,r18
 5120 1e34 2831      		cpi r18,24
 5121 1e36 3105      		cpc r19,__zero_reg__
 5122 1e38 00F0      		brlo .+2
 5123 1e3a 00C0      		rjmp .L209
 5124 1e3c E050      		subi r30,lo8(-(gs(.L290)))
 5125 1e3e F040      		sbci r31,hi8(-(gs(.L290)))
 5126 1e40 EE0F      		lsl r30
 5127 1e42 FF1F      		rol r31
 5128 1e44 0590      		lpm __tmp_reg__,Z+
 5129 1e46 F491      		lpm r31,Z
 5130 1e48 E02D      		mov r30,__tmp_reg__
 5131 1e4a 1994      		eijmp
 5132               		.data
 5133               		.section .progmem.gcc_sw_table, "a", @progbits
 5134               		.p2align 1
 5135               	.L290:
 5136               		.data
 5137               		.section .progmem.gcc_sw_table, "a", @progbits
 5138               		.p2align 1
 5139 0000 0000      		.word gs(.L266)
 5140 0002 0000      		.word gs(.L267)
 5141 0004 0000      		.word gs(.L268)
 5142 0006 0000      		.word gs(.L269)
 5143 0008 0000      		.word gs(.L270)
 5144 000a 0000      		.word gs(.L271)
 5145 000c 0000      		.word gs(.L272)
 5146 000e 0000      		.word gs(.L273)
 5147 0010 0000      		.word gs(.L274)
 5148 0012 0000      		.word gs(.L275)
 5149 0014 0000      		.word gs(.L276)
 5150 0016 0000      		.word gs(.L277)
 5151 0018 0000      		.word gs(.L278)
 5152 001a 0000      		.word gs(.L279)
 5153 001c 0000      		.word gs(.L280)
 5154 001e 0000      		.word gs(.L281)
 5155 0020 0000      		.word gs(.L282)
 5156 0022 0000      		.word gs(.L283)
 5157 0024 0000      		.word gs(.L284)
 5158 0026 0000      		.word gs(.L285)
 5159 0028 0000      		.word gs(.L286)
 5160 002a 0000      		.word gs(.L287)
 5161 002c 0000      		.word gs(.L288)
 5162 002e 0000      		.word gs(.L289)
 5163               		.text
 5164               	.LVL306:
 5165               	.L402:
 5166               	.LBB388:
 5167               	.LBB375:
 5168               	.LM464:
 5169 1e4c 20E0      		ldi r18,lo8(blockId)
 5170 1e4e C22E      		mov r12,r18
 5171 1e50 20E0      		ldi r18,hi8(blockId)
 5172 1e52 D22E      		mov r13,r18
 5173               	.LVL307:
 5174 1e54 7801      		movw r14,r16
 5175               	.LVL308:
 5176 1e56 00C0      		rjmp .L251
 5177               	.LVL309:
 5178               	.L406:
 5179               	.LBE375:
 5180               	.LBE388:
 5181               	.LBE445:
 5182               	.LBB446:
 5183               	.LBB412:
 5184               	.LBB404:
 5185 1e58 00E0      		ldi r16,lo8(blockId)
 5186 1e5a 10E0      		ldi r17,hi8(blockId)
 5187               	.LVL310:
 5188 1e5c B701      		movw r22,r14
 5189               	.LVL311:
 5190               	.L313:
 5191               	.LBE404:
 5192               	.LBE412:
 5193               	.LM465:
 5194 1e5e 232F      		mov r18,r19
 5195 1e60 2F73      		andi r18,lo8(63)
 5196               	.LBB413:
 5197               	.LBB416:
 5198               	.LM466:
 5199 1e62 822F      		mov r24,r18
 5200 1e64 90E0      		ldi r25,lo8(0)
 5201 1e66 25FF      		sbrs r18,5
 5202 1e68 00C0      		rjmp .L320
 5203 1e6a FC01      		movw r30,r24
 5204 1e6c EF71      		andi r30,lo8(31)
 5205 1e6e F070      		andi r31,hi8(31)
 5206 1e70 EE0F      		lsl r30
 5207 1e72 FF1F      		rol r31
 5208 1e74 EE0F      		lsl r30
 5209 1e76 FF1F      		rol r31
 5210 1e78 2989      		ldd r18,Y+17
 5211 1e7a 3A89      		ldd r19,Y+18
 5212 1e7c E20F      		add r30,r18
 5213 1e7e F31F      		adc r31,r19
 5214 1e80 24E0      		ldi r18,lo8(4)
 5215 1e82 30E0      		ldi r19,hi8(4)
 5216               	.LVL312:
 5217               	.L321:
 5218               	.LBE416:
 5219               	.LBE413:
 5220               	.LM467:
 5221 1e84 CF01      		movw r24,r30
 5222 1e86 B801      		movw r22,r16
 5223 1e88 A901      		movw r20,r18
 5224               	.LVL313:
 5225 1e8a 0E94 0000 		call memcpy
 5226               	.LVL314:
 5227 1e8e 00C0      		rjmp .L209
 5228               	.LVL315:
 5229               	.L411:
 5230               	.LBE446:
 5231               	.LBB447:
 5232               	.LBB428:
 5233               	.LBB431:
 5234               	.LM468:
 5235 1e90 8901      		movw r16,r18
 5236               	.LVL316:
 5237 1e92 0F71      		andi r16,lo8(31)
 5238 1e94 1070      		andi r17,hi8(31)
 5239 1e96 000F      		lsl r16
 5240 1e98 111F      		rol r17
 5241 1e9a 000F      		lsl r16
 5242 1e9c 111F      		rol r17
 5243 1e9e E989      		ldd r30,Y+17
 5244 1ea0 FA89      		ldd r31,Y+18
 5245 1ea2 0E0F      		add r16,r30
 5246 1ea4 1F1F      		adc r17,r31
 5247 1ea6 6091 0000 		lds r22,arguments
